Frame Number,Timecode,adaptive_ratio (w=2),content_val,delta_edges,delta_hue,delta_lum,delta_sat
27,00:00:01.040,0.8813594771241832,0.033289095332890956,0.07251872215375865,0.02358043416437577,0.031543274244004174,0.04474357759029292
28,00:00:01.080,0.8760408483896309,0.03303630675893449,0.030216134230732772,0.03512181249407527,0.028367617783676177,0.03561948999905204
29,00:00:01.120,1.1093786912355306,0.03709672322811009,0.048345814769172435,0.03865295288652953,0.031827661389705185,0.040809555408095555
30,00:00:01.160,1.145761881430671,0.036946630012323435,0.04230258792302588,0.027135273485638448,0.03166176888804626,0.05204284766328562
31,00:00:01.200,0.8872284170594322,0.03048472209056151,0.012086453692293109,0.023983315954118872,0.030192435301924354,0.037278415015641296
32,00:00:01.240,0.9131015192931154,0.028367617783676177,0.12086453692293109,0.02291686415774007,0.028201725282017254,0.03398426391127121
33,00:00:01.280,1.3314315742061407,0.035027016778841596,0.09669162953834487,0.039292823964356814,0.027324864916105793,0.03846336145606218
34,00:00:01.320,0.7894774465651584,0.02181091414668057,0.036259361076879326,0.018082282680822827,0.02049957341928145,0.026850886339937433
35,00:00:01.360,0.9740819043144623,0.02456788953139318,0.012086453692293109,0.025618542041899707,0.02023888520238885,0.027846241349890985
36,00:00:01.400,0.9005285162104602,0.022545580939741527,0.11482131007678453,0.019385723765285807,0.020618068063323537,0.027632950990615225
37,00:00:01.440,0.9056729329562467,0.021502828072171135,0.006043226846146554,0.0205706702057067,0.017868992321547067,0.026068821689259645
38,00:00:01.480,1.6214392059553349,0.032262141751192845,0.12086453692293109,0.036164565361645654,0.02137643378519291,0.03924542610673998
39,00:00:01.520,0.7128283831362282,0.015593895155938951,0.0785619489999052,0.01673144373874301,0.010901507251872215,0.01914873447720163
40,00:00:01.560,0.9348389485375788,0.0199465984137517,0.07251872215375865,0.017513508389420798,0.019362024836477393,0.022964262015356906
41,00:00:01.600,0.7366311570509441,0.013792776566499194,0.048345814769172435,0.011399184756848991,0.011849464404208929,0.018129680538439663
42,00:00:01.640,1.4391940513312544,0.023698928808417858,0.060432268461465544,0.021660820930893925,0.018414067684140677,0.03102189781021898
43,00:00:01.680,0.8899865289627301,0.015657092299428067,0.04230258792302588,0.013816475495307613,0.011588776187316333,0.021566025215660253
44,00:00:01.720,0.3187951530904782,0.01647075552185041,0.07251872215375865,0.017039529813252442,0.013603185136031851,0.018769551616266946
45,00:00:01.760,0.21725373290447428,0.0164075583783613,0.036259361076879326,0.016873637311593515,0.011825765475400513,0.020523272348089865
46,00:00:01.800,1.6856689022237912,0.15089897936613264,0.16316712484595697,0.08415489619869182,0.1392075078206465,0.22933453407905963
47,00:00:01.840,0.7552899612883828,0.11906341833349132,0.060432268461465544,0.06680728031092995,0.15034600436060291,0.14003697032894113
48,00:00:01.880,0.963785111451735,0.20613328277561851,0.21755616646127596,0.06825291496824344,0.26549909944070527,0.28464783391790693
49,00:00:01.920,1.1680183736453025,0.2571175782854615,0.1994264859228363,0.03815527538155276,0.31559863494170065,0.41759882453313113
50,00:00:01.960,1.4199817276740354,0.328435554712927,0.10273485638449142,0.048559105128448195,0.3302919708029197,0.6064555882074131
51,00:00:02.000,0.9277880965840266,0.22689354441179263,0.1450374443075173,0.024101810598160963,0.2880841785951275,0.3684946440420893
52,00:00:02.040,1.1981475888452633,0.2350380762789522,0.16316712484595697,0.021186842354725566,0.23085126552279836,0.45307612095933264
53,00:00:02.080,0.4110037695429172,0.1576215755047872,8.78685183429709,0.008579012228647265,0.12958574272442885,0.33469997156128545
54,00:00:02.120,0.06209795184142761,0.07172085821720858,0.0,0.006588302208740165,0.03960091003886625,0.16897336240401933
55,00:00:02.160,0.49696105142224756,1.0003633835750623,0.0,0.2174850696748507,0.7280310929945967,2.0555739880557398
56,00:00:02.200,1.1772752032602336,3.226830347268303,31.364347331500618,0.754028817897431,3.3650582993648688,5.561403924542611
57,00:00:02.240,1.18481459682166,4.595672575599583,18.5889657787468,0.7756659398995165,5.305810977343824,7.705540809555408
58,00:00:02.280,1.1709555323835126,5.295968022245394,30.80232723480899,0.818963882832496,6.568015925680159,8.50092425822353
59,00:00:02.320,1.3790228453620244,5.992084557777988,12.67868992321547,0.8775713337757134,7.018556261256991,10.08012607830126
60,00:00:02.360,1.0681410896082877,4.276511201693683,7.3364773912219166,0.8929993364299934,5.136126647075552,6.800407621575505
61,00:00:02.400,0.9982026186906793,3.2125161942680194,9.669162953834487,0.7432458052896009,3.6175940847473695,5.2767086927670865
62,00:00:02.440,0.5674304943454845,1.5142114576421146,7.31230448383733,0.4617025310455967,1.4870840837994124,2.593847758081335
63,00:00:02.480,0.5324931090420555,1.0903956141182418,4.4961607735330364,0.3287041425727557,1.1295620437956204,1.8129206559863493
64,00:00:02.520,1.5608459691090601,2.0947404177331186,8.9439757322969,0.6018816949473884,2.1626457484121717,3.5196938098397954
65,00:00:02.560,0.9561724419905041,1.369403102979745,7.257915442222012,0.4930325149303251,1.2650488197933454,2.3501279742155656
66,00:00:02.600,0.954077357623591,1.3942079817992228,7.602379372452365,0.5003080860745094,1.2799554460138403,2.4023604133093186
67,00:00:02.640,0.7480359897172237,1.1493427497077133,6.460209498530666,0.34654943596549437,1.1153189875817613,1.9861598255758839
68,00:00:02.680,0.8257804845756654,1.2317755237463268,6.925537965683951,0.40108067115366386,1.2472983221158405,2.0469475779694757
69,00:00:02.720,1.812044150903835,2.15053559579107,11.69968717413973,0.5965968338231112,2.200540335576832,3.6544696179732674
70,00:00:02.760,0.8869196081994021,1.272513982367997,9.747724902834392,0.4474357759029292,1.2309934590956488,2.1391127121054128
71,00:00:02.800,0.7373547047755505,1.0935712705785698,5.354298985685847,0.3788273770025595,1.0849132619205613,1.8169731728125889
72,00:00:02.840,0.8896870218389207,1.2631450058457359,8.478647265143616,0.4400654090435112,1.2221300597213005,2.1272395487723954
73,00:00:02.880,0.8983501347482492,1.2462081713906532,4.441771731917718,0.40785856479287136,1.197767560906247,2.132998388472841
74,00:00:02.920,1.6707798562805039,2.0667598824533133,9.808157171295857,0.6127358043416438,2.0790359275760735,3.508507915442222
75,00:00:02.960,0.7622426076185737,1.125398931968275,5.160915726609157,0.3814816570291023,1.058133472367049,1.936581666508674
76,00:00:03.000,0.9062823685903376,1.3132603406326033,8.702246658451038,0.46954687648118304,1.2060384870603849,2.2641956583562424
77,00:00:03.040,0.8866074752030828,1.279497266723544,10.775073466679306,0.46928618826429047,1.2093563370935634,2.1598492748127787
78,00:00:03.080,0.9071398623152144,1.3245963282459632,10.720684425063988,0.4417717319177173,1.228173286567447,2.3038439662527255
79,00:00:03.120,1.5862314118134961,2.009297879735836,10.708597971371693,0.5719499478623566,2.001019053938762,3.454924637406389
80,00:00:03.160,0.8493426335552766,1.238703510601321,6.683808891838089,0.4627452839131671,1.1459617025310456,2.10740354535975
81,00:00:03.200,0.8777308716839036,1.2240496729547825,4.326950421840933,0.48585173950137456,1.1330220874016494,2.0532751919613235
82,00:00:03.240,0.9205316415651705,1.2757607356147502,7.958929756375012,0.47646696369324104,1.1630960280595317,2.187719215091478
83,00:00:03.280,0.7333806742091578,1.0544838373305527,5.656460327993175,0.35318513603185137,1.0244335956014787,1.7858327803583278
84,00:00:03.320,1.700617897821446,2.0263453091920245,9.747724902834392,0.610934685752204,2.0752914968243434,3.392809744999526
85,00:00:03.360,0.9230023045896892,1.2252030208234588,6.985970234145417,0.4040430372547161,1.1240401933832591,2.147525831832401
86,00:00:03.400,0.8875871065635602,1.210691376749771,5.257607356147502,0.405796757986539,1.1168594179543085,2.1094179543084652
87,00:00:03.440,0.7384317449676927,1.0181217808955034,4.864797611147976,0.36617214901886436,0.9590245520902455,1.7291686415774008
88,00:00:03.480,0.8790570745019424,1.186431573292887,6.266826239453977,0.4351123329225519,1.1131386861313868,2.0110437008247226
89,00:00:03.520,1.6685568239785922,1.8927228489272283,7.197483173760546,0.6025926628116409,1.9017916390179164,3.1737842449521283
90,00:00:03.560,0.9569848713778546,1.2771194741997662,7.118921224760641,0.47414446867001614,1.1328324959711822,2.2243814579581005
91,00:00:03.600,0.7578791564942965,1.0557161816285905,5.692719689070054,0.3889231206749455,0.998862451417196,1.7793629727936298
92,00:00:03.640,0.8803959394530544,1.2032262141751193,8.865413783296995,0.4235946535216608,1.1124988150535595,2.0735851739501374
93,00:00:03.680,0.9277931716442432,1.1988814105602428,6.750284387145701,0.46132334818466203,1.0964546402502606,2.0388662432458053
94,00:00:03.720,1.7074853049068452,1.9350333364931906,10.454782443833539,0.6019290928050052,1.9259171485448858,3.2772537681296807
95,00:00:03.760,0.7049998000308525,0.9747685404619713,3.8857948620722342,0.33140582045691536,0.9213669542136695,1.6715328467153285
96,00:00:03.800,0.8628246262772454,1.15618384049041,4.949402786994028,0.40345056403450563,1.0624940752677978,2.002606882168926
97,00:00:03.840,0.9595734767298865,1.2405046291907607,6.701938572376529,0.5035074414636458,1.0540572566120012,2.163949189496635
98,00:00:03.880,0.9057715341959334,1.2096881220968811,5.457033842070339,0.4803535880178216,1.0408569532657124,2.1078538250071097
99,00:00:03.920,1.5454339300482887,1.830426264732834,9.989453976680254,0.6335908616930515,1.7806664138780928,3.077021518627358
100,00:00:03.960,0.825598296722419,1.115018801150188,10.231183050526116,0.39745473504597595,1.0299317470850318,1.9176699213195563
101,00:00:04.000,0.9191675685551358,1.172425506367112,8.025405251682624,0.41449426485922836,1.0668072803109299,2.0359749739311783
102,00:00:04.040,0.9088925736546624,1.1896941258255127,6.973883780453123,0.446914399469144,1.0496018579960187,2.0725661200113756
103,00:00:04.080,0.7059753097812138,0.9669794925269377,7.457341928144848,0.3418333491326192,0.9088302208740165,1.6502749075741776
104,00:00:04.120,1.7742769526787323,1.9813726419565836,12.829770594369135,0.65233671438051,1.9050146933358612,3.3867665181533795
105,00:00:04.160,0.8801262747271421,1.1353366827819382,8.08583752014409,0.41883116883116883,1.0159730780168736,1.9712058014977722
106,00:00:04.200,0.8889440110217703,1.1748743956773156,9.034624134989098,0.4382879893828799,1.0211631434259172,2.065172054223149
107,00:00:04.240,0.7810365273907071,1.0366543432236863,4.345080102379373,0.3738032040951749,0.912598350554555,1.823561475021329
108,00:00:04.280,0.8739635561674882,1.1332432774038614,7.765546497298322,0.4429329794293298,1.037941985022277,1.9188548677599773
109,00:00:04.320,1.7788347653506418,1.8656665718709515,9.288439662527253,0.6258176130438904,1.7636979808512656,3.207484121717698
110,00:00:04.360,0.8649274469804856,1.1094890510948905,4.478031092994597,0.41157929661579296,1.00284387145701,1.9140439852118685
111,00:00:04.400,0.6791865906078602,0.9158688027301166,7.572163238221632,0.29225519006540907,0.885889657787468,1.5694615603374726
112,00:00:04.440,0.9532657622795013,1.2162369260909405,8.520949853066641,0.4701393497013935,1.0464025026068822,2.1321689259645464
113,00:00:04.480,0.9648126228991281,1.2025231459538028,6.297042373684709,0.4312257085979714,1.0540098587543842,2.122333870509053
114,00:00:04.520,1.704304818784142,1.8755727241128701,10.134491420987771,0.6509858754384302,1.783012607830126,3.192719689070054
115,00:00:04.560,0.12300172380084795,0.9778415015641292,4.792278888994217,0.38588965778746803,0.8865295288652952,1.6611053180396247
116,00:00:04.600,0.12715837495819196,1.0053638575536386,4.018745852687458,0.3777372262773723,0.9165323727367523,1.7218219736467912
117,00:00:04.640,26.243081111809232,27.715818245015324,92.84209403734951,4.319248269978197,32.568489904256325,46.25971656081145
118,00:00:04.680,0.13594164591063895,1.0563323537776093,3.764930325149303,0.19980566878377098,1.0077021518627358,1.961489240686321
119,00:00:04.720,0.15285751190131044,1.1849385407779567,9.197791259835055,0.2445729453028723,1.0840127026258413,2.226229974405157
120,00:00:04.760,1.055447812259572,1.175814453186716,5.880059721300597,0.23945397668025406,1.1395866906815812,2.148402692198313
121,00:00:04.800,0.9062274638027505,1.0596976016684045,5.499336429993364,0.20447435775902928,1.0037918286093468,1.9708266186368377
122,00:00:04.840,0.9890767669935746,1.1552042847663286,4.036875533225898,0.23599393307422503,1.1067162764243057,2.122902644800455
123,00:00:04.880,1.016497999325907,1.1614450026858787,4.236302019148734,0.24184756848990427,1.1466489714664898,2.095838468101242
124,00:00:04.920,1.0727082083587436,1.274891774891775,5.583941605839416,0.2643378519290928,1.2531993553891365,2.3071381173570953
125,00:00:04.960,0.8420194086307774,1.080584257591557,5.644373874300881,0.20610958384681013,1.0507394065788227,1.9849037823490379
126,00:00:05.000,1.0758208113758625,1.3566846778525612,5.257607356147502,0.2758318324011755,1.2806664138780928,2.513555787278415
127,00:00:05.040,0.7537721818733125,1.3402771194741998,8.774765380604796,0.25817613043890414,1.3515499099440704,2.4111053180396245
128,00:00:05.080,0.70736434710814,1.3485243466995291,6.133875248838753,0.2501421935728505,1.3196511517679401,2.475779694757797
129,00:00:05.120,2.1682776660011562,3.326579138622934,6.967840553606977,1.3829035927576074,1.9664660157360887,6.630367807375107
130,00:00:05.160,0.7674885049859032,1.602087085663728,5.940491989762063,0.3619774386197744,1.5313299838847285,2.912953834486681
131,00:00:05.200,0.8709590549875089,1.8459253641735394,4.465944639302304,0.4402550004739786,1.735425158782823,3.3620959332638165
132,00:00:05.240,1.0594806853104928,1.8287357411445004,6.145961702531046,0.42738648213100766,1.7399279552564224,3.318892786046071
133,00:00:05.280,0.9511943163775424,1.7202657439883717,6.738197933453408,0.36693051474073374,1.6150582993648688,3.178808417859513
134,00:00:05.320,0.9576113315336395,1.735993933074225,4.465944639302304,0.3925964546402503,1.649398047208266,3.1659872973741585
135,00:00:05.360,1.0530061288122605,1.8234745789490316,7.644681960375391,0.4080244572945303,1.7861171675040288,3.2762821120485355
136,00:00:05.400,1.1014488055516323,1.8788747748601764,7.076618636837615,0.42996966537112524,1.7804294245900085,3.426225234619395
137,00:00:05.440,0.9006736791284639,1.591604259487471,5.988837804531236,0.31758934496160773,1.5179400891079724,2.9392833443928335
138,00:00:05.480,0.9658325367693189,1.6722122160078365,4.749976301071191,0.35652668499383827,1.6042278888994217,3.0558820741302495
139,00:00:05.520,1.0379339387016204,1.6939441337251555,5.432860934685753,0.39911366006256516,1.5896056498246278,3.0931130912882736
140,00:00:05.560,1.0941640868202671,1.7610516004676589,5.535595791070244,0.434662053275192,1.6592094037349512,3.1892833443928335
141,00:00:05.600,0.9074818756132366,1.5032704521755615,4.804365342686511,0.3269267229121244,1.3842070338420704,2.7986775997724904
142,00:00:05.640,0.9587592527317589,1.5685531013998169,5.988837804531236,0.35053085600530853,1.4882453313110247,2.866883116883117
143,00:00:05.680,1.0412074693109248,1.6025689638828327,5.704806142762347,0.3861029481467438,1.4795478244383353,2.9420561190634182
144,00:00:05.720,1.1009096294721503,1.6772047903434766,6.073442980377287,0.3946582614465826,1.5757417764717034,3.0612143331121433
145,00:00:05.760,0.8976871252111287,1.4075504787183621,4.47198786614845,0.3201488292729169,1.2718978102189782,2.630604796663191
146,00:00:05.800,1.040752044927359,1.5152147122950044,4.592852403071381,0.36268840648402695,1.4210114702815433,2.7619442601194426
147,00:00:05.840,1.0526733632125402,1.4769093436976648,5.185088633993743,0.35484406104844063,1.38975258318324,2.6861313868613137
148,00:00:05.880,0.8664930838079742,1.2618731633330176,4.961489240686321,0.28779979144942647,1.186415774007015,2.311403924542611
149,00:00:05.920,1.0119201960098003,1.4273943817739436,4.272561380225614,0.327756185420419,1.3491800170632287,2.6052469428381837
150,00:00:05.960,1.041586302773103,1.405678263342497,4.635154990994407,0.34166745663096026,1.31261256991184,2.5627547634846906
151,00:00:06.000,1.1267907787984268,1.4978591967643062,4.598895629917528,0.3776424305621386,1.3879514645938003,2.72798369513698
152,00:00:06.040,0.9005786119188183,1.2110942585395141,3.764930325149303,0.2914968243435397,1.108493696084937,2.2332922551900656
153,00:00:06.080,0.9838660689893056,1.2730906563023352,3.891838088918381,0.30374917053749173,1.1870793440136507,2.328443454355863
154,00:00:06.120,0.9849503413024489,1.2025547445255473,3.7468006446108637,0.27777514456346575,1.1344440231301545,2.195445065883022
155,00:00:06.160,1.0294402824877835,1.2643615508579014,3.9099677694568205,0.30351218124940754,1.1733576642335766,2.3162148070907196
156,00:00:06.200,0.9050665499372527,1.1351707902802792,4.604938856763674,0.25933737795051665,1.0571618162859038,2.0890131766044173
157,00:00:06.240,1.0619549424457881,1.3019954498056687,4.804365342686511,0.3176841406768414,1.201227604512276,2.3870746042278888
158,00:00:06.280,1.0454317613720017,1.2480487881947735,5.3482557588397,0.3042942459000853,1.1550146933358612,2.2848374253483743
159,00:00:06.320,1.0349542515554473,1.2565646032799318,4.5565930419945015,0.33076594937908804,1.1540430372547161,2.2848848232059913
160,00:00:06.360,0.8975992578302353,1.0815164154580212,4.526376907763769,0.2334107498341075,1.0186273580434164,1.99251113849654
161,00:00:06.400,1.051773723122838,1.224942332606566,4.84062470376339,0.31524315100957434,1.1200587733434448,2.2395250734666794
162,00:00:06.440,0.9288202449507104,1.0900401301861156,4.0610484406104845,0.2795762631529055,1.0036496350364963,1.9868944923689449
163,00:00:06.480,1.084567674506452,1.2304562833759913,4.514290454071476,0.33045786330457866,1.1139681486396815,2.246942838183714
164,00:00:06.520,1.014452262872277,1.157384586216703,4.967532467532467,0.3296520997250924,1.0492700729927007,2.093231585932316
165,00:00:06.560,0.9170851751957431,1.065685531013998,4.852711157455683,0.2789363920750782,0.9902360413309318,1.9278841596359844
166,00:00:06.600,1.053477901313976,1.1774022814168799,4.713716939994312,0.31484026921983127,1.0928761020001896,2.124490473030619
167,00:00:06.640,0.9676080496361287,1.0828988529718455,3.335861219072898,0.27315385344582427,1.0314958763863873,1.9440468290833255
168,00:00:06.680,1.0157894555514597,1.1645653616456535,3.5896767466110533,0.31630960280595316,1.065290548867191,2.1120959332638165
169,00:00:06.720,0.8984663803821518,1.0689480835466236,3.873708408379941,0.3056213859133567,0.9805905773059058,1.9206322874206085
170,00:00:06.760,1.0565184326670496,1.2566041014946123,4.3571665560716655,0.3677125793914115,1.1444449710873068,2.257654754005119
171,00:00:06.800,1.069131681315871,1.2549214775492148,7.33043416437577,0.34839795241255095,1.171793534932221,2.244572945302872
172,00:00:06.840,1.0266992811916336,1.2690934369766484,4.018745852687458,0.3523082756659399,1.1668404588112617,2.288131576452744
173,00:00:06.880,0.844176798091126,1.1004597592188834,6.695895345530382,0.2756422409707081,1.0437008247227226,1.9820362119632193
174,00:00:06.920,1.036847832100769,1.3323774765380605,5.154872499763011,0.39506114323632574,1.2154469617973267,2.386624324580529
175,00:00:06.960,1.0826204905114363,1.3579644200082157,5.106526684993838,0.4281211489240686,1.3032751919613232,2.342496919139255
176,00:00:07.000,1.0453879128283152,1.412590450911619,5.444947388378045,0.4562517774196606,1.3216181628590389,2.459901412456157
177,00:00:07.040,0.8151817629814018,1.1718962302903908,4.224215565456442,0.2954071475969286,1.1316712484595697,2.0886102948146745
178,00:00:07.080,1.1180076222588275,1.5428002654280026,5.185088633993743,0.41378329699497585,1.3788747748601764,2.8357427244288558
179,00:00:07.120,1.0023915403393344,1.4370003475842894,4.610982083609821,0.4766565551237084,1.3458621670300503,2.488482320599109
180,00:00:07.160,1.0186521874563634,1.4983331753404745,4.901056972224856,0.5119916579770595,1.3881884538818845,2.59481941416248
181,00:00:07.200,1.0504301721916078,1.521257939141151,4.586809176225235,0.4119821784055361,1.3181581192530099,2.8336335197649065
182,00:00:07.240,0.9195235618324059,1.3825323095396087,4.888970518532562,0.3597497393117831,1.4026921983126364,2.385154990994407
183,00:00:07.280,1.044742047117211,1.4750292286788635,5.789411318608399,0.4865864062944355,1.4267466110531803,2.511754668688975
184,00:00:07.320,1.115710496817762,1.5195042184093281,4.423642051379278,0.5282017252820173,1.4309650203810789,2.599345909564888
185,00:00:07.360,0.8414896389938744,1.224144468670016,4.731846620532752,0.3344155844155844,1.1514598540145986,2.186557967579865
186,00:00:07.400,0.950673705884051,1.3659588586595888,5.336169305147408,0.36178784718930707,1.41821499668215,2.3178737321073086
187,00:00:07.440,1.071381110308348,1.4584478781559074,5.148829272916864,0.5001184946440421,1.412029576263153,2.463195563560527
188,00:00:07.480,1.0957802143014193,1.5452333554523332,5.03400796284008,0.5066830979239738,1.5761209593326382,2.5528960091003885
189,00:00:07.520,0.8718287807821388,1.309776598097766,5.130699592378424,0.3702009669162954,1.2835102853351028,2.2756185420418995
190,00:00:07.560,1.0155174158230782,1.5064856068505705,6.339344961607735,0.4507773248649161,1.5000710967864253,2.56860839890037
191,00:00:07.600,1.0334948032816793,1.4991626378487692,5.6504171011470286,0.5371362214427908,1.4253483742534838,2.535003317850033
192,00:00:07.640,1.0807115391370843,1.579691597939773,8.90771637122002,0.48331595411887385,1.5660489145890606,2.689709925111385
193,00:00:07.680,0.9367635780520114,1.4063497329920687,4.87688406484027,0.4321025689638828,1.4083799412266567,2.378566688785667
194,00:00:07.720,0.9597218626326887,1.4348595443485956,4.4175988245331315,0.47897905014693337,1.4161057920182007,2.4094937908806524
195,00:00:07.760,1.0470486125553549,1.4914288874142887,4.586809176225235,0.5017774196606314,1.4539292823964356,2.5185799601857997
196,00:00:07.800,1.0442529366560545,1.50284387145701,9.13735899137359,0.48059057730590576,1.5122997440515689,2.5156412930135557
197,00:00:07.840,0.9098277635814557,1.3535959174645307,5.3301260783012605,0.4027632950990615,1.3977391221916768,2.2602853351028536
198,00:00:07.880,1.0142462044709453,1.4767434511960058,4.888970518532562,0.47528201725282015,1.4681486396814865,2.486799696653711
199,00:00:07.920,1.037182001503058,1.479982304799823,4.895013745378709,0.4970850317565646,1.4693335861219072,2.473528296520997
200,00:00:07.960,1.021856418618722,1.4875817613043891,7.807849085221348,0.460185799601858,1.503910323253389,2.4986491610579202
201,00:00:08.000,0.930353079913961,1.3897841817549847,3.7165845103801307,0.44911839984832685,1.4288321167883211,2.291402028628306
202,00:00:08.040,0.9961746675318411,1.4765459601226025,4.387382690302398,0.4666793060953645,1.5086738079438808,2.454284766328562
203,00:00:08.080,1.0535441544958937,1.531187790311878,4.175869750687269,0.5347426296331406,1.5244572945302872,2.534363446772206
204,00:00:08.120,1.035826832044737,1.520309981988814,4.024789079533605,0.5254763484690492,1.552398331595412,2.483055265901981
205,00:00:08.160,0.9759089036423684,1.4268335071254779,5.318039624608968,0.5037681296805384,1.4322684614655417,2.3444639302303534
206,00:00:08.200,0.9433038696247107,1.4363367775776534,6.387690776376908,0.466537112522514,1.4949047303061902,2.347568489904256
207,00:00:08.240,0.8727684623707958,1.3603896103896105,5.130699592378424,0.4414873447720163,1.4174329320314722,2.2222485543653425
208,00:00:08.280,1.2012900444650225,1.783131102474168,4.671414352071286,0.5327045217556167,1.7096881220968811,3.1070006635700067
209,00:00:08.320,1.0403825483650249,1.588523398742377,4.351123329225519,0.5206654659209404,1.5984216513413594,2.6464830789648306
210,00:00:08.360,0.9861784343422302,1.5521376433785192,4.284647833917907,0.5783960564982463,1.5855768319271968,2.4924400417101147
211,00:00:08.400,0.915298160615194,1.411800486618005,4.393425917148545,0.4637406389231207,1.482367996966537,2.289292823964357
212,00:00:08.440,1.008498329838463,1.5121101526211014,4.828538250071097,0.5665702910228457,1.547303061901602,2.422457104938857
213,00:00:08.480,1.0337895217087618,1.5170237305273802,4.145653616456536,0.5170395298132524,1.593302682718741,2.4407289790501467
214,00:00:08.520,1.0260985064614883,1.516510253736531,4.133567162764243,0.5282965209972509,1.6093705564508485,2.411863683761494
215,00:00:08.560,0.9535584462125674,1.429337693936234,4.508247227225329,0.5086975068726893,1.4856147502132904,2.2937008247227224
216,00:00:08.600,0.9693239896727964,1.4532815116756723,4.320907194994787,0.46253199355389135,1.5401222864726514,2.357190255000474
217,00:00:08.640,1.0344864935121203,1.5089897936613266,5.257607356147502,0.5062802161342307,1.609915631813442,2.410773533036307
218,00:00:08.680,1.0515498067033733,1.542255190065409,5.692719689070054,0.5556687837709735,1.5853872404967295,2.485709545928524
219,00:00:08.720,0.9221405283634991,1.4098650740986507,4.320907194994787,0.46134704711347047,1.5250497677504977,2.243198407431984
220,00:00:08.760,0.9828950256723986,1.4944623503017664,3.7347141909185706,0.4791449426485923,1.6040382974689544,2.4002038107877524
221,00:00:08.800,1.071720071023053,1.5699118399848329,4.302777514456347,0.5674945492463741,1.6482367996966538,2.49400417101147
222,00:00:08.840,1.0401271595459867,1.5598476948841913,4.429685278225424,0.5278225424210826,1.6785477296426201,2.473172812588871
223,00:00:08.880,0.893804425247875,1.3952349353809208,4.399469143994692,0.45862167030050244,1.4987676557019622,2.2283154801402976
224,00:00:08.920,1.0118162425621031,1.5390716339621449,4.206085884918002,0.5468053843966253,1.6324533131102474,2.437956204379562
